28 3002 2988 4349 2824 1311 901
1064 2575 2362 2478 4266 3659 3062
4460 132 4167 1745 1803 3741 853
2126 1501 4019 1533 3272 647 592
2791 2740 1025 4461 2198 2474 2359
531 1171 2684 2754 4481 420 4063
873 272 4589 159 1124 2525 4715
2549 2199 1677 2274 4476 3212 548
4605 634 731 3035 1327 4249 671
1457 2657 2863 2511 802 1510 4331
1731 2334 319 4177 236 3335 1686
52 3590 1128 877 2927 1745 2430
2025 1440 2323 2440 1982 2021 542
1360 789 2469 2121 491 2290 3297
4236 3335 2729 951 4029 1898 1330
1912 4144 661 4003 1794 2944 1193
1554 2217 4263 547 3979 2260 433
1515 3075 2807 1668 1214 2860 2391
3370 473 144 1455 4108 1004 2275
2028 2645 4462 1731 649 4481 4267
3087 333 1632 2196 3426 3310 1354
394 1219 2500 2092 4510 1921 342
1251 797 4797 2586 127 2833 3679
1074 420 2966 2934 1357 2590 869
1501 1941 2812 3620 593 1820 3881
107 1787 2216 3978 3134 689 2020
4756 3104 4026 3370 2644 1262 4555
998 3110 4255 3366 2199 4244 3371
3199 907 899 2273 4034 2195 2983
1017 2258 230 2639 1197 3477 1655
257 4350 1942 2194 639 4334 4721
554 1168 957 115 4092 2469 3364
4115 1234 1388 4669 1203 3273 3489
2481 1011 1328 1584 426 837 3657
988 1932 4291 543 4278 4822 3196
4393 4356 1545 2306 2807 3198 3449
1368 2623 4538 184 222 4765 1088
1626 3996 3025 1136 1619 1666 442
4237 1932 3822 1134 4035 1190 2292
4421 2093 711 83 3350 4042 1004
3966 600 554 1614 1220 1749 4349
3717 2530 28 3506 2338 2006 394
148 4458 870 2954 3239 4094 547
3869 2745 565 2046 3191 2465 1040
588 828 445 539 4501 99 3069
4407 2132 3177 3183 3705 4171 1815
969 613 1113 200 3085 2073 4763
4955 2692 1905 3682 3974 467 4585
4074 4350 4902 2017 3132 2063 2066
409 574 2609 105 3955 2960 4214
1347 1171 4134 3776 1170 1686 796
1447 305 3501 2687 2175 3179 3066
643 2668 4113 4648 3491 1596 929
2306 2424 1551 3111 4671 2404 4016
3933 4435 694 829 2171 2572 2860
2907 1773 174 1672 585 1033 622
3170 4246 1936 1786 4093 2784 3944
3010 2971 3412 2768 1837 821 730
1530 1571 2698 637 1088 3205 3165
2693 2028 3891 2807 3155 2498 965
476 641 838 2137 505 3548 3694
3546 3559 1891 3732 427 4027 2555
3177 3793 949 3167 2704 3702 1713
3889 673 717 1578 3307 927 3447
2770 4233 2974 2482 1660 3198 4644
4472 914 2820 2593 2215 1431 3893
477 1448 2794 1217 3707 735 4598
1954 452 1478 2965 3697 2098 1639
4104 4004 2152 3541 3695 851 1120
1247 4022 1721 3909 903 648 3713
810 3528 226 462 1826 2351 1541
372 195 1011 2554 1054 2623 337
4730 372 199 939 1583 3432 4910
1175 3505 1231 924 3264 870 1760
2535 2484 2869 2784 4822 2149 329
2646 2785 2988 2137 3637 3006 2717
4059 1761 1975 1131 2282 1442 1412
4498 4648 1158 694 1921 3997 1677
3710 2181 1551 2275 2745 604 266
1590 116 2824 2636 1724 1334 4295
2187 110 2872 2075 1064 2148 3546
3887 3695 3847 2253 4988 246 1989
1778 1701 876 3703 2137 4685 2332
1264 545 4040 689 3464 3996 3273
1555 811 3892 660 641 4374 3153
896 2198 4784 1179 1475 1095 4197
3006 345 1874 2357 4241 1147 1462
2525 4009 2137 1027 2041 1235 4331
2425 325 2838 3345 3374 1831 746
691 2232 1114 3600 4667 1276 1338
3082 3358 2804 862 2442 3692 2031
1478 3109 1136 157 1344 3937 1800
3805 472 2103 2508 1244 837 4057
1041 696 1767 2573 2535 945 4485
703 3990 1256 2574 2813 707 59
2628 2945 1800 2828 3008 2661 711
337 4472 311 2883 3750 3549 3167
3876 373 61 1418 15 3819 896
3347 1849 4025 4407 2582 71 3021
2405 436 278 372 2277 1745 3628
1555 1965 4245 1453 3283 371 1254
1639 3741 725 4455 1383 2272 4215
1103 2842 134 2751 2351 4902 4411
1221 455 3032 2231 2108 3148 4673
2386 1401 2339 2512 4130 4039 1595
2819 1442 2150 1323 3662 250 2544
3865 1961 3392 409 1864 3507 3317
1232 2500 728 3895 3172 168 2578
2054 3759 4558 971 3924 3431 1010
426 1621 3479 4653 2272 748 1025
3898 484 1145 3880 1417 641 2227
3978 3037 1778 2580 1395 386 777
4873 2927 3310 2372 2496 2220 3702
4536 176 3218 1208 4201 389 2493
2714 3168 2137 1096 3745 4056 9
4282 647 709 2896 1538 1984 2440
2295 2621 4564 2281 1849 1559 2943
3739 1276 2744 2584 292 1453 3822
3414 1632 4057 4072 1857 1211 391
3013 702 4071 3585 3952 2708 2248
337 739 2857 53 1349 759 895
2734 1907 3611 2990 4742 2546 2339
1935 1393 1980 3965 2128 3065 1421
453 2990 1819 1094 1724 1044 423
2955 4207 1316 4050 2796 404 3870
3511 2258 3265 4438 1439 712 2358
4001 240 4507 716 3172 2169 2951
1440 1258 466 1088 1237 414 1331
1995 2319 56 2159 755 4987 2283
2815 3697 4361 2509 2242 464 1056
475 2055 968 3026 3766 4128 4954
593 3859 532 3253 2697 3998 3327
4792 2595 4123 908 3690 3688 2795
252 2646 1868 3588 3480 1653 1549
4137 336 1403 878 3452 739 519
1482 4269 745 1228 4440 3620 1872
3690 475 678 3854 3686 1612 3408
3306 4178 1831 3763 538 433 1555
712 1684 3085 1023 2457 951 2082
1022 4635 2004 2696 3521 3314 2097
2781 3884 3114 2617 4470 1277 638
579 994 3830 3664 951 4443 4499
3356 258 1785 3842 3950 4076 1508
4455 2446 362 731 3121 1913 3101
428 930 305 1422 91 1531 2680
1815 1126 3067 2535 2661 2646 1316
1397 1910 4403 2032 3002 1785 2993
4466 1973 849 3305 479 1950 4137
1364 4349 846 3629 2223 4984 1489
2594 3001 1416 2537 1225 2966 2491
1322 4567 1320 3586 3475 3026 2791
3481 2013 78 1592 336 241 2299
1467 1691 3603 4153 3213 3037 911
1237 2497 2107 2165 4460 1781 2714
2544 1336 3737 2962 638 755 2908
445 2014 3304 3372 2439 3 1636
657 3063 1689 4604 2305 2101 928
4650 1116 2089 4568 173 2803 1623
2654 1442 2238 1812 2182 1854 1732
3158 2270 1129 642 3619 3652 2843
3415 4091 3397 1599 4025 3304 1030
1462 3166 4422 3056 4257 813 865
1767 327 462 951 2139 4593 2171
4163 4166 4116 699 4567 4087 250
2029 2223 997 587 3210 3663 2273
3374 3503 3500 4652 1869 238 3199
2984 28 4270 1317 967 3202 3519
3572 2898 4518 3810 853 3721 1856
2937 2328 4699 533 3833 1729 1556
2774 2198 524 4247 3157 4443 507
4347 1531 2426 583 283 2834 4730
3967 3336 1542 3538 4995 2930 1253
2972 942 2822 2209 2185 1250 3365
344 3542 1904 1589 4089 935 4969
4394 3130 623 160 1988 1179 2624
3447 1261 3538 1284 4499 1964 3001
3780 1292 2601 2946 4132 4499 4220
146 601 4342 1867 394 3915 3940
4281 870 557 4059 3034 2498 674
1619 4019 3364 4036 4026 4538 589
778 2655 2829 3487 2293 3353 3849
2615 947 3030 418 2852 2208 1063
3797 4672 1496 1357 1888 1273 373
16 2428 1036 3558 3479 1879 1082
1701 3540 3388 3836 1023 952 2397
4696 527 4185 3431 2671 3721 4220
3527 1641 2839 3472 3603 2960 795
1738 813 662 4659 2062 2730 1154
1276 4567 3717 3206 2447 107 2015
1565 1758 2515 2564 2845 184 3296
2830 641 4415 904 451 367 1832
439 968 4636 3035 3215 4327 2582
3576 1275 3679 1869 3163 88 3385
2587 2506 2567 1920 1473 4125 2841
3566 1959 907 3819 1337 3655 1975
3307 4794 1746 3283 1556 3430 1210
3886 3448 3813 1803 2566 132 516
1954 1307 1591 894 3663 3157 4423
3450 4962 356 2837 4993 3179 884
3921 3035 841 2656 1090 2657 660
2452 470 4246 2156 2424 471 4361
4148 3383 2200 2059 1868 4282 0
2817 3888 2028 3870 4404 1290 3670
2827 1 3363 4073 102 1485 772
2951 2277 1228 423 3096 3354 65
2847 4195 4151 726 4082 4088 4346
1820 2316 2172 479 927 1303 2917
399 805 749 4443 2041 1157 1551
3080 4045 4969 413 471 816 4507
3198 1886 2441 996 3111 679 2581
4555 3805 3080 3170 2459 3760 3331
2713 1845 1860 2947 1581 3207 628
2771 3734 2747 91 2774 240 3109
294 2816 3508 2302 2661 2797 2582
1552 4459 4280 3448 707 1695 10
480 4113 2696 880 3985 3392 4244
746 1730 2621 940 4122 3572 1218
1288 1357 3928 3259 4451 329 2308
55 3609 2266 2472 1983 3510 4878
876 2069 4324 1503 1888 3884 4571
4126 273 2334 87 4225 3413 1895
3235 1190 3887 2319 1292 3851 492
2940 3417 876 1859 1342 2341 2096
3103 3932 3704 3382 4524 3863 1508
96 4424 1428 4239 1963 3101 2840
2837 1453 2645 4385 3933 1056 1823
2036 4179 3211 3364 1943 3889 2228
3414 517 3384 3256 2318 3330 342
